date,sales,temp,holiday,promo
2023-08-21,900.0,20.5,1.0,1.0
2023-08-22,950.0,25.4,1.0,1.0
2023-08-23,1024.0,24.0,1.0,1.0
2023-08-24,847.0,28.4,1.0,1.0
2023-08-25,1032.0,21.3,1.0,1.0
2023-08-26,1293.0,23.1,1.0,1.0
2023-08-27,1268.0,26.8,1.0,1.0
2023-08-28,1000.0,25.4,1.0,1.0
2023-08-29,955.0,21.5,1.0,1.0
2023-08-30,884.0,23.2,1.0,1.0
2023-08-31,1242.0,22.5,1.0,1.3
2023-09-01,1036.0,22.9,1.0,1.0
2023-09-02,1267.0,20.8,1.0,1.0
2023-09-03,1243.0,21.9,1.0,1.0
2023-09-04,914.0,18.7,1.0,1.0
2023-09-05,1103.0,22.0,1.0,1.0
2023-09-06,1043.0,22.4,1.0,1.0
2023-09-07,1057.0,20.9,1.0,1.0
2023-09-08,1094.0,18.0,1.0,1.0
2023-09-09,1331.0,23.0,1.0,1.0
2023-09-10,1289.0,21.6,1.0,1.0
2023-09-11,1324.0,19.2,1.0,1.3
2023-09-12,1296.0,19.9,1.0,1.3
2023-09-13,1206.0,17.3,1.0,1.0
2023-09-14,1073.0,18.0,1.0,1.0
2023-09-15,1005.0,18.8,1.0,1.0
2023-09-16,1341.0,22.2,1.0,1.0
2023-09-17,1268.0,18.3,1.0,1.0
2023-09-18,1113.0,20.6,1.0,1.0
2023-09-19,999.0,18.1,1.0,1.0
2023-09-20,1381.0,19.4,1.0,1.3
2023-09-21,1105.0,18.5,1.0,1.0
2023-09-22,1049.0,20.3,1.0,1.0
2023-09-23,1367.0,17.3,1.0,1.0
2023-09-24,1367.0,15.0,1.0,1.0
2023-09-25,1362.0,15.2,1.0,1.3
2023-09-26,1012.0,16.7,1.0,1.0
2023-09-27,1330.0,15.1,1.0,1.3
2023-09-28,1475.0,18.2,1.0,1.3
2023-09-29,1044.0,16.2,1.0,1.0
2023-09-30,1254.0,21.7,1.0,1.0
2023-10-01,1784.0,13.3,1.35,1.0
2023-10-02,1509.0,17.0,1.35,1.0
2023-10-03,1477.0,14.1,1.35,1.0
2023-10-04,1468.0,15.1,1.35,1.0
2023-10-05,1815.0,16.2,1.35,1.3
2023-10-06,1449.0,11.1,1.35,1.0
2023-10-07,1773.0,16.0,1.35,1.0
2023-10-08,1326.0,19.1,1.0,1.0
2023-10-09,1445.0,14.2,1.0,1.3
2023-10-10,1106.0,15.4,1.0,1.0
2023-10-11,986.0,16.7,1.0,1.0
2023-10-12,1295.0,14.2,1.0,1.3
2023-10-13,1054.0,13.1,1.0,1.0
2023-10-14,1467.0,9.5,1.0,1.0
2023-10-15,1207.0,15.1,1.0,1.0
2023-10-16,1064.0,13.4,1.0,1.0
2023-10-17,951.0,11.4,1.0,1.0
2023-10-18,1006.0,13.5,1.0,1.0
2023-10-19,1016.0,11.9,1.0,1.0
2023-10-20,1011.0,11.8,1.0,1.0
2023-10-21,1315.0,13.9,1.0,1.0
2023-10-22,1328.0,9.8,1.0,1.0
2023-10-23,1011.0,14.3,1.0,1.0
2023-10-24,926.0,9.2,1.0,1.0
2023-10-25,1073.0,10.5,1.0,1.0
2023-10-26,1417.0,15.5,1.0,1.3
2023-10-27,1093.0,13.7,1.0,1.0
2023-10-28,1215.0,11.4,1.0,1.0
2023-10-29,1337.0,9.2,1.0,1.0
2023-10-30,1056.0,9.8,1.0,1.0
2023-10-31,959.0,10.8,1.0,1.0
2023-11-01,1020.0,10.5,1.0,1.0
2023-11-02,1310.0,10.1,1.0,1.3
2023-11-03,1126.0,10.0,1.0,1.0
2023-11-04,1461.0,9.5,1.0,1.0
2023-11-05,1146.0,6.8,1.0,1.0
2023-11-06,1145.0,8.5,1.0,1.0
2023-11-07,962.0,11.2,1.0,1.0
2023-11-08,1028.0,6.4,1.0,1.0
2023-11-09,1052.0,8.6,1.0,1.0
2023-11-10,1195.0,7.2,1.0,1.3
2023-11-11,1331.0,8.9,1.0,1.0
2023-11-12,1647.0,7.7,1.0,1.3
2023-11-13,1045.0,11.2,1.0,1.0
2023-11-14,1309.0,9.1,1.0,1.3
2023-11-15,1018.0,5.3,1.0,1.0
2023-11-16,995.0,9.1,1.0,1.0
2023-11-17,947.0,6.1,1.0,1.0
2023-11-18,1327.0,6.3,1.0,1.0
2023-11-19,1311.0,7.9,1.0,1.0
2023-11-20,995.0,6.2,1.0,1.0
2023-11-21,942.0,8.8,1.0,1.0
2023-11-22,882.0,5.3,1.0,1.0
2023-11-23,909.0,5.4,1.0,1.0
2023-11-24,902.0,5.2,1.0,1.0
2023-11-25,1275.0,5.3,1.0,1.0
2023-11-26,1335.0,8.4,1.0,1.0
2023-11-27,949.0,7.4,1.0,1.0
2023-11-28,1060.0,9.4,1.0,1.0
2023-11-29,1064.0,10.4,1.0,1.0
2023-11-30,924.0,3.6,1.0,1.0
2023-12-01,887.0,5.7,1.0,1.0
2023-12-02,1282.0,3.1,1.0,1.0
2023-12-03,1175.0,3.8,1.0,1.0
2023-12-04,915.0,3.9,1.0,1.0
2023-12-05,877.0,3.0,1.0,1.0
2023-12-06,845.0,2.9,1.0,1.0
2023-12-07,830.0,4.6,1.0,1.0
2023-12-08,917.0,2.3,1.0,1.0
2023-12-09,1149.0,6.3,1.0,1.0
2023-12-10,1361.0,2.7,1.0,1.0
2023-12-11,898.0,10.1,1.0,1.0
2023-12-12,823.0,3.4,1.0,1.0
2023-12-13,926.0,4.4,1.0,1.0
2023-12-14,946.0,1.6,1.0,1.0
2023-12-15,933.0,7.5,1.0,1.0
2023-12-16,1230.0,6.2,1.0,1.0
2023-12-17,1033.0,4.5,1.0,1.0
2023-12-18,822.0,1.1,1.0,1.0
2023-12-19,1078.0,4.2,1.0,1.3
2023-12-20,759.0,1.4,1.0,1.0
2023-12-21,916.0,6.5,1.0,1.0
2023-12-22,773.0,5.2,1.0,1.0
2023-12-23,1047.0,3.7,1.0,1.0
2023-12-24,1353.0,-1.4,1.0,1.3
2023-12-25,806.0,1.4,1.0,1.0
2023-12-26,1172.0,4.7,1.0,1.3
2023-12-27,1178.0,5.7,1.0,1.3
2023-12-28,933.0,5.5,1.0,1.0
2023-12-29,1127.0,0.0,1.0,1.3
2023-12-30,1200.0,3.8,1.0,1.0
2023-12-31,1140.0,5.2,1.0,1.0
2024-01-01,838.0,-0.2,1.0,1.0
2024-01-02,1140.0,3.1,1.0,1.3
2024-01-03,1121.0,3.6,1.0,1.3
2024-01-04,821.0,2.4,1.0,1.0
2024-01-05,1036.0,-0.7,1.0,1.3
2024-01-06,1035.0,2.4,1.0,1.0
2024-01-07,1114.0,2.4,1.0,1.0
2024-01-08,833.0,2.7,1.0,1.0
2024-01-09,795.0,1.9,1.0,1.0
2024-01-10,795.0,2.1,1.0,1.0
2024-01-11,1006.0,2.9,1.0,1.3
2024-01-12,1161.0,3.9,1.0,1.3
2024-01-13,1080.0,2.4,1.0,1.0
2024-01-14,1319.0,2.2,1.0,1.3
2024-01-15,872.0,3.3,1.0,1.0
2024-01-16,768.0,-0.7,1.0,1.0
2024-01-17,766.0,4.1,1.0,1.0
2024-01-18,877.0,3.2,1.0,1.0
2024-01-19,799.0,3.3,1.0,1.0
2024-01-20,1070.0,5.1,1.0,1.0
2024-01-21,1028.0,-0.6,1.0,1.0
2024-01-22,841.0,-0.6,1.0,1.0
2024-01-23,827.0,3.9,1.0,1.0
2024-01-24,760.0,3.4,1.0,1.0
2024-01-25,849.0,3.8,1.0,1.0
2024-01-26,785.0,2.6,1.0,1.0
2024-01-27,1202.0,4.9,1.0,1.0
2024-01-28,1086.0,5.5,1.0,1.0
2024-01-29,1393.0,4.7,1.5,1.3
2024-01-30,1240.0,3.3,1.5,1.0
2024-01-31,1300.0,-0.3,1.5,1.0
2024-02-01,1361.0,5.5,1.5,1.0
2024-02-02,1813.0,6.5,1.5,1.3
2024-02-03,1965.0,5.4,1.5,1.3
2024-02-04,1634.0,2.4,1.5,1.0
2024-02-05,1539.0,5.6,1.5,1.3
2024-02-06,840.0,6.1,1.0,1.0
2024-02-07,1011.0,7.6,1.0,1.3
2024-02-08,991.0,2.8,1.0,1.3
2024-02-09,773.0,4.2,1.0,1.0
2024-02-10,1131.0,6.3,1.0,1.0
2024-02-11,1105.0,5.0,1.0,1.0
2024-02-12,801.0,2.8,1.0,1.0
2024-02-13,752.0,6.0,1.0,1.0
2024-02-14,1048.0,6.4,1.0,1.3
2024-02-15,776.0,5.6,1.0,1.0
2024-02-16,857.0,5.9,1.0,1.0
2024-02-17,1121.0,5.1,1.0,1.0
2024-02-18,1159.0,8.7,1.0,1.0
2024-02-19,757.0,4.1,1.0,1.0
2024-02-20,668.0,4.9,1.0,1.0
2024-02-21,726.0,6.2,1.0,1.0
2024-02-22,899.0,8.1,1.0,1.0
2024-02-23,764.0,3.5,1.0,1.0
2024-02-24,977.0,4.0,1.0,1.0
2024-02-25,1105.0,2.7,1.0,1.0
2024-02-26,877.0,7.0,1.0,1.0
2024-02-27,794.0,4.8,1.0,1.0
2024-02-28,794.0,6.4,1.0,1.0
2024-02-29,821.0,8.7,1.0,1.0
2024-03-01,815.0,6.3,1.0,1.0
2024-03-02,1171.0,8.2,1.0,1.0
2024-03-03,1083.0,7.3,1.0,1.0
2024-03-04,1126.0,9.4,1.0,1.3
2024-03-05,1151.0,9.1,1.0,1.3
2024-03-06,751.0,7.0,1.0,1.0
2024-03-07,1112.0,8.2,1.0,1.3
2024-03-08,823.0,10.8,1.0,1.0
2024-03-09,915.0,9.7,1.0,1.0
2024-03-10,906.0,6.3,1.0,1.0
2024-03-11,783.0,10.6,1.0,1.0
2024-03-12,833.0,7.3,1.0,1.0
2024-03-13,849.0,12.4,1.0,1.0
2024-03-14,849.0,11.9,1.0,1.0
2024-03-15,1209.0,10.6,1.0,1.3
2024-03-16,1299.0,10.5,1.0,1.3
2024-03-17,1075.0,10.0,1.0,1.0
2024-03-18,854.0,11.9,1.0,1.0
2024-03-19,791.0,10.0,1.0,1.0
2024-03-20,838.0,11.4,1.0,1.0
2024-03-21,990.0,12.9,1.0,1.3
2024-03-22,1168.0,10.2,1.0,1.3
2024-03-23,1034.0,10.3,1.0,1.0
2024-03-24,1199.0,9.3,1.0,1.0
2024-03-25,1071.0,9.8,1.0,1.3
2024-03-26,866.0,8.5,1.0,1.0
2024-03-27,842.0,13.8,1.0,1.0
2024-03-28,843.0,16.2,1.0,1.0
2024-03-29,816.0,15.6,1.0,1.0
2024-03-30,1080.0,9.7,1.0,1.0
2024-03-31,1456.0,14.6,1.0,1.3
2024-04-01,805.0,16.2,1.0,1.0
2024-04-02,836.0,12.6,1.0,1.0
2024-04-03,815.0,14.0,1.0,1.0
2024-04-04,942.0,10.0,1.0,1.0
2024-04-05,1095.0,14.7,1.0,1.3
2024-04-06,1196.0,12.3,1.0,1.0
2024-04-07,1089.0,15.0,1.0,1.0
2024-04-08,853.0,11.7,1.0,1.0
2024-04-09,781.0,16.1,1.0,1.0
2024-04-10,823.0,17.3,1.0,1.0
2024-04-11,860.0,13.8,1.0,1.0
2024-04-12,929.0,13.3,1.0,1.0
2024-04-13,1109.0,11.5,1.0,1.0
2024-04-14,1199.0,15.5,1.0,1.0
2024-04-15,885.0,15.1,1.0,1.0
2024-04-16,934.0,13.3,1.0,1.0
2024-04-17,846.0,17.6,1.0,1.0
2024-04-18,976.0,16.0,1.0,1.0
2024-04-19,830.0,14.9,1.0,1.0
2024-04-20,1379.0,16.1,1.0,1.3
2024-04-21,1014.0,19.6,1.0,1.0
2024-04-22,965.0,18.9,1.0,1.0
2024-04-23,896.0,17.6,1.0,1.0
2024-04-24,1078.0,19.3,1.0,1.3
2024-04-25,925.0,15.9,1.0,1.0
2024-04-26,887.0,18.5,1.0,1.0
2024-04-27,1237.0,19.0,1.0,1.0
2024-04-28,1314.0,17.9,1.0,1.3
2024-04-29,833.0,19.9,1.0,1.0
2024-04-30,837.0,17.7,1.0,1.0
2024-05-01,745.0,20.5,1.0,1.0
2024-05-02,898.0,20.7,1.0,1.0
2024-05-03,855.0,14.0,1.0,1.0
2024-05-04,1130.0,22.4,1.0,1.0
2024-05-05,1294.0,14.1,1.0,1.0
2024-05-06,842.0,19.1,1.0,1.0
2024-05-07,813.0,22.6,1.0,1.0
2024-05-08,863.0,20.1,1.0,1.0
2024-05-09,922.0,18.0,1.0,1.0
2024-05-10,838.0,18.9,1.0,1.0
2024-05-11,1041.0,23.3,1.0,1.0
2024-05-12,1212.0,17.6,1.0,1.0
2024-05-13,848.0,23.9,1.0,1.0
2024-05-14,972.0,21.7,1.0,1.3
2024-05-15,806.0,19.6,1.0,1.0
2024-05-16,939.0,21.0,1.0,1.0
2024-05-17,890.0,20.3,1.0,1.0
2024-05-18,1345.0,24.2,1.0,1.3
2024-05-19,1076.0,24.1,1.0,1.0
2024-05-20,881.0,19.3,1.0,1.0
2024-05-21,1166.0,22.1,1.0,1.3
2024-05-22,797.0,21.4,1.0,1.0
2024-05-23,783.0,25.8,1.0,1.0
2024-05-24,891.0,20.7,1.0,1.0
2024-05-25,1057.0,26.7,1.0,1.0
2024-05-26,1146.0,23.6,1.0,1.0
2024-05-27,810.0,21.5,1.0,1.0
2024-05-28,885.0,22.6,1.0,1.0
2024-05-29,926.0,22.5,1.0,1.0
2024-05-30,904.0,21.7,1.0,1.0
2024-05-31,859.0,24.6,1.0,1.0
2024-06-01,1136.0,22.0,1.0,1.0
2024-06-02,1107.0,20.3,1.0,1.0
2024-06-03,859.0,24.0,1.0,1.0
2024-06-04,959.0,21.3,1.0,1.0
2024-06-05,866.0,23.5,1.0,1.0
2024-06-06,1078.0,23.3,1.0,1.3
2024-06-07,850.0,23.5,1.0,1.0
2024-06-08,1076.0,29.3,1.0,1.0
2024-06-09,1089.0,25.5,1.0,1.0
2024-06-10,879.0,26.0,1.0,1.0
2024-06-11,926.0,22.1,1.0,1.0
2024-06-12,1198.0,24.4,1.0,1.3
2024-06-13,930.0,26.2,1.0,1.0
2024-06-14,938.0,23.8,1.0,1.0
2024-06-15,1036.0,27.8,1.0,1.0
2024-06-16,1095.0,23.6,1.0,1.0
2024-06-17,868.0,25.6,1.0,1.0
2024-06-18,856.0,25.0,1.0,1.0
2024-06-19,805.0,26.6,1.0,1.0
2024-06-20,860.0,25.1,1.0,1.0
2024-06-21,1107.0,25.9,1.0,1.3
2024-06-22,1094.0,26.0,1.0,1.0
2024-06-23,1134.0,25.1,1.0,1.0
2024-06-24,925.0,27.6,1.0,1.0
2024-06-25,881.0,27.1,1.0,1.0
2024-06-26,1312.0,26.5,1.0,1.3
2024-06-27,897.0,25.9,1.0,1.0
2024-06-28,848.0,28.4,1.0,1.0
2024-06-29,1153.0,26.3,1.0,1.0
2024-06-30,1174.0,26.2,1.0,1.0
2024-07-01,905.0,27.1,1.0,1.0
2024-07-02,960.0,30.3,1.0,1.0
2024-07-03,871.0,24.2,1.0,1.0
2024-07-04,918.0,28.5,1.0,1.0
2024-07-05,1229.0,23.2,1.0,1.3
2024-07-06,1360.0,27.4,1.0,1.3
2024-07-07,1175.0,30.1,1.0,1.0
2024-07-08,953.0,28.0,1.0,1.0
2024-07-09,1103.0,27.3,1.0,1.3
2024-07-10,912.0,25.9,1.0,1.0
2024-07-11,808.0,27.1,1.0,1.0
2024-07-12,841.0,26.5,1.0,1.0
2024-07-13,1277.0,25.4,1.0,1.0
2024-07-14,1156.0,26.4,1.0,1.0
2024-07-15,846.0,27.3,1.0,1.0
2024-07-16,943.0,25.4,1.0,1.0
2024-07-17,904.0,25.3,1.0,1.0
2024-07-18,922.0,24.1,1.0,1.0
2024-07-19,951.0,27.6,1.0,1.0
2024-07-20,1099.0,27.9,1.0,1.0
2024-07-21,1129.0,27.2,1.0,1.0
2024-07-22,913.0,28.6,1.0,1.0
2024-07-23,980.0,26.8,1.0,1.0
2024-07-24,990.0,27.4,1.0,1.0
2024-07-25,889.0,27.2,1.0,1.0
2024-07-26,1287.0,26.3,1.0,1.3
2024-07-27,1177.0,25.4,1.0,1.0
2024-07-28,1680.0,30.8,1.0,1.3
2024-07-29,888.0,25.4,1.0,1.0
2024-07-30,1038.0,24.9,1.0,1.0
2024-07-31,900.0,27.0,1.0,1.0
2024-08-01,1058.0,26.6,1.0,1.0
2024-08-02,1021.0,23.2,1.0,1.0
2024-08-03,1135.0,28.2,1.0,1.0
2024-08-04,1209.0,25.7,1.0,1.0
2024-08-05,1034.0,23.5,1.0,1.0
2024-08-06,995.0,28.0,1.0,1.0
2024-08-07,947.0,26.8,1.0,1.0
2024-08-08,1002.0,22.9,1.0,1.0
2024-08-09,973.0,28.9,1.0,1.0
2024-08-10,1256.0,26.6,1.0,1.0
2024-08-11,1172.0,25.1,1.0,1.0
2024-08-12,897.0,28.2,1.0,1.0
2024-08-13,993.0,25.2,1.0,1.0
2024-08-14,1058.0,24.7,1.0,1.0
2024-08-15,1102.0,23.4,1.0,1.0
2024-08-16,1023.0,25.7,1.0,1.0
2024-08-17,1300.0,25.4,1.0,1.0
2024-08-18,1354.0,24.3,1.0,1.0
2024-08-19,979.0,22.6,1.0,1.0
2024-08-20,1288.0,24.3,1.0,1.3
2024-08-21,1246.0,23.8,1.0,1.3
2024-08-22,962.0,21.1,1.0,1.0
2024-08-23,1066.0,20.7,1.0,1.0
2024-08-24,1316.0,24.6,1.0,1.0
2024-08-25,1445.0,18.1,1.0,1.0
2024-08-26,1049.0,23.6,1.0,1.0
2024-08-27,1050.0,22.1,1.0,1.0
2024-08-28,1028.0,25.5,1.0,1.0
2024-08-29,1350.0,21.7,1.0,1.3
2024-08-30,1355.0,23.9,1.0,1.3
2024-08-31,1299.0,21.6,1.0,1.0
2024-09-01,1377.0,22.4,1.0,1.0
2024-09-02,1065.0,23.5,1.0,1.0
2024-09-03,1012.0,21.0,1.0,1.0
2024-09-04,1027.0,23.7,1.0,1.0
2024-09-05,1029.0,19.6,1.0,1.0
2024-09-06,1013.0,22.0,1.0,1.0
2024-09-07,1254.0,23.0,1.0,1.0
2024-09-08,1459.0,22.3,1.0,1.0
2024-09-09,1080.0,24.7,1.0,1.0
2024-09-10,1111.0,19.1,1.0,1.0
2024-09-11,1215.0,17.7,1.0,1.0
2024-09-12,1071.0,18.3,1.0,1.0
2024-09-13,1249.0,21.4,1.0,1.0
2024-09-14,1772.0,20.9,1.0,1.3
2024-09-15,1416.0,19.9,1.0,1.0
2024-09-16,1065.0,17.3,1.0,1.0
2024-09-17,1089.0,20.9,1.0,1.0
2024-09-18,1150.0,16.7,1.0,1.0
2024-09-19,1054.0,21.3,1.0,1.0
2024-09-20,1133.0,24.5,1.0,1.0
2024-09-21,1425.0,19.3,1.0,1.0
2024-09-22,1426.0,19.5,1.0,1.0
2024-09-23,1035.0,17.2,1.0,1.0
2024-09-24,1465.0,14.3,1.0,1.3
2024-09-25,1089.0,16.6,1.0,1.0
2024-09-26,1060.0,15.4,1.0,1.0
2024-09-27,1363.0,14.5,1.0,1.3
2024-09-28,1615.0,20.6,1.0,1.0
2024-09-29,1820.0,17.5,1.0,1.3
2024-09-30,999.0,17.5,1.0,1.0
2024-10-01,1422.0,15.9,1.35,1.0
2024-10-02,1480.0,16.0,1.35,1.0
2024-10-03,1521.0,18.1,1.35,1.0
2024-10-04,1534.0,15.9,1.35,1.0
2024-10-05,2004.0,16.8,1.35,1.0
2024-10-06,1856.0,15.1,1.35,1.0
2024-10-07,1515.0,14.6,1.35,1.0
2024-10-08,1035.0,12.3,1.0,1.0
2024-10-09,1043.0,10.9,1.0,1.0
2024-10-10,1038.0,14.2,1.0,1.0
2024-10-11,1020.0,14.6,1.0,1.0
2024-10-12,1504.0,11.7,1.0,1.0
2024-10-13,1485.0,14.0,1.0,1.0
2024-10-14,1161.0,14.0,1.0,1.0
2024-10-15,1391.0,9.3,1.0,1.3
2024-10-16,1136.0,11.6,1.0,1.0
2024-10-17,980.0,14.1,1.0,1.0
2024-10-18,1151.0,13.8,1.0,1.0
2024-10-19,1413.0,10.5,1.0,1.0
2024-10-20,1471.0,13.0,1.0,1.0
2024-10-21,1118.0,14.5,1.0,1.0
2024-10-22,1027.0,13.8,1.0,1.0
2024-10-23,985.0,11.8,1.0,1.0
2024-10-24,1029.0,10.9,1.0,1.0
2024-10-25,1107.0,10.4,1.0,1.0
2024-10-26,1466.0,12.4,1.0,1.0
2024-10-27,1286.0,11.6,1.0,1.0
2024-10-28,1017.0,12.3,1.0,1.0
2024-10-29,1026.0,11.1,1.0,1.0
2024-10-30,1056.0,12.3,1.0,1.0
2024-10-31,980.0,10.7,1.0,1.0
2024-11-01,983.0,11.8,1.0,1.0
2024-11-02,1327.0,11.8,1.0,1.0
2024-11-03,1361.0,8.3,1.0,1.0
2024-11-04,943.0,6.1,1.0,1.0
2024-11-05,1387.0,12.6,1.0,1.3
2024-11-06,1458.0,9.9,1.0,1.3
2024-11-07,928.0,5.7,1.0,1.0
2024-11-08,1015.0,7.6,1.0,1.0
2024-11-09,1456.0,10.4,1.0,1.0
2024-11-10,1699.0,8.1,1.0,1.3
2024-11-11,988.0,7.4,1.0,1.0
2024-11-12,1131.0,11.1,1.0,1.0
2024-11-13,985.0,6.0,1.0,1.0
2024-11-14,1073.0,6.4,1.0,1.0
2024-11-15,1053.0,8.2,1.0,1.0
2024-11-16,1308.0,8.4,1.0,1.0
2024-11-17,1784.0,8.4,1.0,1.3
2024-11-18,1052.0,9.1,1.0,1.0
2024-11-19,1398.0,7.5,1.0,1.3
2024-11-20,983.0,8.0,1.0,1.0
2024-11-21,999.0,6.3,1.0,1.0
2024-11-22,997.0,6.8,1.0,1.0
2024-11-23,1353.0,6.7,1.0,1.0
2024-11-24,1217.0,6.8,1.0,1.0
2024-11-25,1069.0,7.8,1.0,1.0
2024-11-26,1027.0,7.2,1.0,1.0
2024-11-27,906.0,6.1,1.0,1.0
2024-11-28,1030.0,4.2,1.0,1.0
2024-11-29,1110.0,5.8,1.0,1.0
2024-11-30,1341.0,5.5,1.0,1.0
2024-12-01,1376.0,5.8,1.0,1.0
2024-12-02,1021.0,9.7,1.0,1.0
2024-12-03,857.0,4.2,1.0,1.0
2024-12-04,1123.0,5.9,1.0,1.3
2024-12-05,999.0,7.1,1.0,1.0
2024-12-06,924.0,5.1,1.0,1.0
2024-12-07,1234.0,9.4,1.0,1.0
2024-12-08,1218.0,3.9,1.0,1.0
2024-12-09,990.0,5.2,1.0,1.0
2024-12-10,844.0,2.8,1.0,1.0
2024-12-11,907.0,3.6,1.0,1.0
2024-12-12,1029.0,4.7,1.0,1.0
2024-12-13,894.0,5.9,1.0,1.0
2024-12-14,1286.0,4.7,1.0,1.0
2024-12-15,1211.0,6.5,1.0,1.0
2024-12-16,955.0,3.7,1.0,1.0
2024-12-17,977.0,3.2,1.0,1.0
2024-12-18,1026.0,9.2,1.0,1.0
2024-12-19,979.0,4.5,1.0,1.0
2024-12-20,839.0,2.2,1.0,1.0
2024-12-21,1247.0,2.2,1.0,1.0
2024-12-22,1100.0,1.6,1.0,1.0
2024-12-23,946.0,5.3,1.0,1.0
2024-12-24,913.0,2.7,1.0,1.0
2024-12-25,934.0,3.6,1.0,1.0
2024-12-26,920.0,3.2,1.0,1.0
2024-12-27,871.0,4.7,1.0,1.0
2024-12-28,1052.0,1.5,1.0,1.0
2024-12-29,1196.0,1.0,1.0,1.0
2024-12-30,909.0,3.6,1.0,1.0
